name,email,telefon,webseite,plz,stadt,straße,lat,lng,beansprucht
Stoltenberg - Zahnarztpraxis Martin Dr. Zahnarzt,,040 30 33 07 33,https://www.drstoltenberg.de/,25474,Bönningstedt,Kieler Str. 103,536.646.374,99.049.671,nein
Schlichting Birgit Dr. Zahnärztin,,04393 9 77 76,,24598,Boostedt,Friedrichswalder Str. 7,540.063.864,10.025.862,nein
Kirbach Cornelia Dr. Zahnärztin,praxis-kirbach@dr-zirn.de,07362 31 64,,73441,Bopfingen,Wilhelm-Nagel-Weg 13,488.621.369,103.629.152,nein
"Herdeg Berthold Dr., Sachse Melanie Zahnärztliche Gemeinschaftspraxis",,07362 63 32,,73441,Bopfingen,Badgasse 9,488.572.311,103.511.852,nein
Novack Raimund Dipl.-Med. Zahnarzt- Praxis,,07362 73 41,,73441,Bopfingen,Jahnstr. 24,4.886.362,1.035.373,nein
Hohensee Dr. u. Gut Dr.,boppard@smile-function.de,06742 8 43 04 30,https://www.smile-function.de/,56154,Boppard,Heerstr. 187,5.023.173,7.5872,nein
Gläsner Johann-Georg,info@zahnarzt-glaesner.de,06742 21 98,,56154,Boppard,Heerstr. 156-160,502.320.204,75.869.084,nein
Landenberg Patricia und Thomas von Dres.med.dent.,,06742 52 03,https://www.doctoresvonlandenberg.de/,56154,Boppard,Am Heidepark 6,502.138.201,75.390.635,nein
Nerstheimer Daniela,,0176 78 64 17 25,,33178,Borchen,Bohnenkamp 18,516.562.093,872.155,nein
Praxis Dr. Heilos & Kollegen Zahnarztpraxis,,05251 3 95 90,https://www.schoenes-laecheln.com/,33178,Borchen,Paderborner Str. 70,516.731.844,8.725.926,nein
Aßmann Susanne Dr. Zahnarztpraxis,,05251 39 17 39,https://zahnarztpraxis-assmann.de/,33178,Borchen,Laurentiusstr. 8,516.691.175,8.723.134,nein
Bothe Nicolas Zahnarzt,,039268 3 40 25,,39448,Börde,Feldstr. 12,519.615.572,113.830.258,nein
"Sauer Britta Dr. Zahnärztin, Zahnarztpraxis Rose",,05643 4 94,https://www.zahnarztteam-rose.de/,34434,Borgentreich,Am Rathaus 12,515.732.759,92.382.449,nein
Spreckelmeyer Thomas Dr.med.dent.,dr.spreckelmeyer@web.de,05425 69 14,,33829,Borgholzhausen,Freistr. 2,521.030.307,83.015.543,nein
Hülsmann Philipp Dr. Zahnarzt und Master of Science Implantologie,info@dr-huelsmann.net,05425 93 00 77,https://www.dr-huelsmann.net/,33829,Borgholzhausen,Freistr. 16,521.022.189,83.006.656,nein
Gürpinar-Hörnschemeyer Y. Dr.dent.,,05425 65 15,https://www.dr-guerpinar.de/,33829,Borgholzhausen,Kaiserstr. 8,521.038.364,8.302.534,nein
Zahnarztpraxis Leslie Crawford,info@parozentrum.de,02861 51 51,https://www.zahnarzt-crawford.de/,46325,Borken,Johann-Walling-Straße 1,518.442.501,68.584.268,nein
KFO am Park - Dr. med. Dr. med. dent. Peer Th. Nolting u. Dr. med. dent. Ingrid Nolting,peer.nolting@gmx.net,02861 80 85 10,https://www.kfo-nolting.de/,46325,Borken,Propst-Pricking-Straße 1a,518.417.338,68.660.957,nein
Joachim Sieland Zahnarztpraxis,praxis.sieland@telemed.de,02861 22 72,https://www.praxis-sieland.de/,46325,Borken,Kornmarkt 6-8,51.842.397,6.858.306,nein
"Cichon Peter Prof.Dr. Fachzahnarzt für Parodontologie, Crawford Leslie Zahnarzt",,02861 51 51,https://zahnarzt-crawford.de/,46325,Borken,Johann-Walling-Str. 1,518.442.501,68.584.268,nein
Hoehr Raphael Dr. Facharzt für Kieferorthopädie,,02861 6 40 61,https://kfo-hoehr.de/,46325,Borken,Mühlenstr. 23,518.447.014,68.607.418,nein
Dentalberatung Warden e.K. Inh. Monika Wansing,,02861 70 39 34-0,https://www.dentalberatung-bundesweit.de/,46325,Borken,Sachsenstr. 70,518.402.063,68.763.453,nein
Amiri Niku Zahnarztpraxis,,02861 76 76,https://www.zahnarztpraxis-amiri.de/,46325,Borken,Remigiusstr. 14,518.438.522,68.599.084,nein
Dr. Aldiek Zahnarztpraxis Mike,,02861 77 99,,46325,Borken,Heidener Str. 46,518.449.078,68.631.715,nein
KFO am Park Praxis für Kieferorthopädie - Dres. Nolting,,02861 80 85 10,https://www.kfo-nolting.de/,46325,Borken,Propst-Pricking-Str. 1a,518.417.338,68.660.957,nein
Zahnarztpraxis Jörg Zimmermann Zahnarzt,,02861 9 19 26,,46325,Borken,Johann-Walling-Str. 37,5.184.773,685.944,nein
Donay Silke Dr.,,02861 9 29 94 24,https://www.dr-donay.de/,46325,Borken,Neutor 28,518.427.582,68.563.219,nein
Praxis für Mundgesundheit Astrid C. Schneider,,02861 90 39 73,,46325,Borken,Horaper Weg 1A,518.493.859,68.450.631,nein
Karlisch Anna,,02861 13 50,,46325,Borken,Langenkamp 27,518.568.163,68.624.443,nein
Dr. Otto & Kollegen,info@praxisotto.de,05682 23 89,https://www.praxisotto.de/,34582,Borken (Hessen),Bobenhäuser Weg 15,510.494.463,92.746.554,nein
Dr. Otto & Kollegen,,05682 33 68,https://www.ihr-zahnarzt-borken.de/,34582,Borken (Hessen),Bahnhofstr. 92,51.045.874,92.834.264,nein
Haas Antje Zahnärztin,,033845 4 19 47,,14822,Borkwalde,Astrid-Lindgren-Platz 1,522.533.928,128.356.933,nein
Pilz Dr. Thomas Zahnarztpraxis,,03433 2 74 90,https://zahnarztpraxis-borna.de/,4552,Borna,Rudolf-Virchow-Str. 2,51.135.698,125.060.451,nein
Etzold Dr. Zahnarztpraxis,,03433 85 36 11,https://www.zahnarztpraxis-etzold.de/,4552,Borna,Heinrichstr. 7,511.251.733,12.502.725,nein
Lehner Silvia Zahnärztin,,03433 90 32 47,,4552,Borna,Am Breiten Teich 14,511.282.602,124.920.093,nein
Oelmann Jens Dr.,,03433 20 41 73,https://www.dr-oelmann.de/,4552,Borna Stadt,Reichsstr. 23,511.239.732,124.997.383,nein
Kirchberg Jan Dipl.-Stom. Zahnarztpraxis Oralchirurgie,,03433 20 49 32,https://www.oralchirurgie-kirchberg.de/,4552,Borna Stadt,Am Breiten Teich 10,511.284.365,124.935.688,nein
Faifer Petra Dipl.-Stom.,,03433 90 24 00,https://www.zahnarztpraxis-faifer.de/,4552,Borna Stadt,Bornaer Weg 7,510.799.658,125.135.205,nein
Bahram Dr. Zahnarzt,info@dr-bahram.de,02227 52 13,https://www.dr-bahram.de/,53332,Bornheim,Schmiedegasse 38,507.626.557,69.505.487,nein
Papkoj-Majewska Aleksandra Zahnärztin,praxis@majewskapraxis.de,02222 9 93 42 45,https://www.majewskapraxis.de/,53332,Bornheim,Sechtemer Weg 27,507.659.124,69.816.316,nein
Flottmeier Birgit Zahnarztpraxis,,02222 26 59,,53332,Bornheim,Königstr. 52,507.623.753,69.923.966,nein
Paffenholz Ulrich Dr. Zahnarzt,,02222 93 42 83,,53332,Bornheim,Ploon 14,507.551.989,69.727.744,nein
"Hoischen Ulrich Dr. Zahnarzt, Claudia Dr. Zahnarzt",,02222 88 64,https://www.hoischen-zahnaerzte.de/,53332,Bornheim,Moselstr. 27,50.770.844,70.432.779,nein
Martin Hanke Zahnarzt,info@praxis-hanke.de,02227 67 27,https://www.praxis-hanke.de/,53332,Bornheim,Offenbachstr. 66,507.711.941,69.275.404,nein
Ingo Kessel Dr. Verena Kessel Zahnarztpraxis,praxis@zahnarzt-kessel.de,02227 41 40,https://www.zahnarzt-kessel.de/,53332,Bornheim,Brüsseler Str. 11A,507.872.024,69.521.827,nein
Arnauld an Haack Zahnarzt,,02227 78 00,https://www.an-haack.de/,53332,Bornheim,Hauptstr. 102,50.795.107,69.126.835,nein
Schellwien Timo,info@praxis-schellwien.de,04323 9 63 36,https://www.praxis-schellwien.de/,24619,Bornhöved,Am Alten Markt 7,540.711.228,102.277.651,nein
Köhler Christian,,034291 33 79-0,https://www.za-koehler.de/,4451,Borsdorf,August-Bebel-Str. 12,513.466.103,125.369.023,nein
Mitew Alexander Zahnärzte u. Leff Astrid Dr.,,034291 8 66 37,,4451,Borsdorf,Heinrich-Heine-Str. 19,513.448.877,12.541.954,nein
Holubek Frank Zahnarzt,,04494 8 60 00,,26219,Bösel,Friesoyther Str. 3,530.056.014,79.532.837,nein
Haag Peter Dr. Zahnarztpraxis,,07404 9 11 66,,78662,Bösingen,Zollernstr. 2,482.402.517,85.587.768,nein
Objartel N. Dr. Zahnarzt,,04266 14 01,,27386,Bothel,Hasseler Str. 9,530.682.624,95.018.256,nein
Dr.med.dent. Christoph Deckers Zahnarzt,info@zahnarzt-deckers.de,02041 2 67 96,https://www.zahnarzt-deckers.de/,46236,Bottrop,Kirchplatz 5,515.212.727,69.256.427,nein
Dr. Christoph Freitag Zahnarzt,info@zahnarzt-dr-freitag.de,02041 2 31 23,https://www.zahnarzt-dr-freitag.de/,46236,Bottrop,Gladbecker Straße 21,515.240.613,69.274.889,nein
Heinz Falkenberger Zahnarzt,info@zahnarzt-falkenberger.de,02041 76 52 16,https://www.zahnarzt-falkenberger.de/,46240,Bottrop,Wilhelm-Tenhagen-Straße 23,515.319.835,69.749.662,nein
Ganz u. Wiethölter Zahnärzte,angelaganz@arcor.de,02041 3 30 34,https://www.zahnmedizin-total.de/,46238,Bottrop,Scharnhölzstr. 262,515.374.655,69.503.595,nein
Wasilewski-Mioscka Kinga Dagmara Zahnärztin,info@zahnaerztin-wasilewski.de,02041 7 73 35 77,https://www.zahnaerztin-wasilewski.de/,46238,Bottrop,Scharnhölzstr. 185,515.338.792,69.433.132,nein
Isik Cem Zahnarzt,info@zahnarzt-am-ostring.de,02041 73 00 74,https://www.zahnarzt-am-ostring.de/,46238,Bottrop,Ostring 58,515.299.735,69.409.882,nein
Adasko-Großkopf Marta Zahnärztin,,02041 26 59 19,,46238,Bottrop,Prosperstr. 236,515.208.786,69.533.353,nein
"Schmenk Silke Dr.med.dent., Bettin Holger Zahnärzte",,02041 3 45 97,,46238,Bottrop,Horster Str. 340,515.348.081,69.628.619,nein
Falkenberger Heinz Zahnarzt,info@zahnarzt-falkenberger.de,02041 76 52 16,https://www.zahnarzt-falkenberger.de/,46240,Bottrop,Wilhelm-Tenhagen-Str. 23,515.319.835,69.749.662,nein
Hellmeister Michael Dr.med. Zahnarzt,michael.hellmeister@gmail.com,02041 4 86 82,https://www.zahnarztbottrop.com/,46240,Bottrop,Horster Str. 367,515.357.629,69.664.246,nein
Pohl Michael Dr. Zahnarzt,,02041 4 49 09,,46240,Bottrop,Wallmannstr. 22B,515.360.555,69.689.188,nein
Dornbusch Stephan Zahnarztpraxis,zahnarztpraxis-dornbusch@t-online.de,02041 97 57 36,https://www.dornbusch.cc/,46240,Bottrop,Kirchhellener Str. 258,515.432.644,69.161.732,nein
Pohl Michael Dr. Zahnarzt,,02041 9 29 51,,46240,Bottrop,Gladbecker Str. 219A,515.417.551,69.336.296,nein
Hoverath Michael Zahnarzt,,02041 9 63 57,,46240,Bottrop,Gernotstr. 31,51.542.141,69.144.612,nein
Kewitsch Christian Zahnarztpraxis,info@kewitsch.de,02041 77 31 31,https://www.kewitsch.de/,46242,Bottrop,Birkenstr. 2,515.203.019,69.022.391,nein
Nowak Martin Dr. Zahnarzt,,02041 5 28 09,,46242,Bottrop,Lindhorststr. 267,515.296.553,68.934.577,nein
Drüppel Benedikt Zahnarzt,,02041 5 49 61,,46242,Bottrop,Gorch-Fock-Str. 61,515.318.307,68.923.569,nein
Osiander Wiebke Zahnarztpraxis,,02041 5 78 61,https://zahnarztpraxis-osiander.com/,46242,Bottrop,Im Fuhlenbrock 122,515.302.018,68.926.859,nein
Karayusuf u. Ugarkovic Dr. Zahnarztpraxis,info@zahnarzt-grafenwald.de,02045 54 54,https://www.zahnarzt-grafenwald.de/,46244,Bottrop,Zur Grafenmühle 4,515.751.038,68.955.617,nein
Ewert Lena Zahnarztpraxis,,02045 8 42 33,,46244,Bottrop,Schmiedestr. 2,515.741.133,6.904.628,nein
Rissmöller Martin Dr. med.dent. Zahnarzt,kontakt@drrissmoeller.de,02045 47 45,https://www.drrissmoeller.de/,46244,Bottrop,Burgstr. 1,516.023.291,69.195.324,nein
Henrichmann Kristina Zahnarztpraxis,info@henrichmann.net,02045 40 11 55,https://www.henrichmann.net/,46244,Bottrop,Freiligrathstr. 2,516.072.887,6.924.367,nein
Franzen W. Dr. Zahnarzt,info@praxis-dr-franzen.de,02045 8 33 00,https://www.dr-franzen.de/,46244,Bottrop,Hauptstr. 66,51.604.107,69.246.866,nein
Kuchenbäcker Bernd Dr.med.dent. Oralchirurgie,,02045 40 80 40,https://www.dr-kuchenbaecker.de/,46244,Bottrop,Johann-Breuker-Platz 4,516.033.133,69.213.373,nein
Jansen Dieter Zahnarzt,,02045 50 66,,46244,Bottrop,Bottroper Str. 1,516.026.218,69.159.805,nein
"Schneider Armin, Stevens Thomas Dres. Zahnärzte",info@dentalzentrum-bottrop.de,02041 2 31 78,https://www.dentalzentrum-bottrop.de/,46242,Bottrop,Südring-Center-Promenade 1,5.150.992,693.526,nein
Wegner Hans-Joachim Zahnarzt Praxis,,02041 4 15 83,https://www.zahnarztwegner.de/,46238,Bottrop,Gungstr. 71,515.282.206,69.811.359,nein
Bock Christian Zahnarzt,,02041 6 08 93,,46238,Bottrop,In der Welheimer Mark 27,515.106.206,6.966.442,nein
Pottbrock Dr. Kieferorthopäde in Bottrop,dominik@pottbrock.de,02041 2 54 16,https://pottbrock.de/standorte/kieferorthopaedie-bottrop,46236,Bottrop-Zentrum,Pferdemarkt 4,51.521.592,6.923.574,nein
Hermes Alfons Dr. Zahnarzt Praxis,emedia@bgp-emedia.de,02041 2 97 97,https://www.alfons-hermes.de/,46236,Bottrop-Zentrum,Osterfelder Str. 118,515.181.805,69.111.646,nein
Nuy Thorsten Zahnarztpraxis,info@praxisnuy.de,02041 7 77 99 33,https://www.praxisnuy.de/,46236,Bottrop-Zentrum,Gladbecker Str. 23,515.243.352,69.277.284,nein
Berce Frank Zahnarzt,info@zahnaesthetik-bottrop.de,02041 2 67 66,https://www.zahnaesthetik-bottrop.de/,46236,Bottrop-Zentrum,Hochstr. 48,515.214.816,69.236.715,nein
Arand Louis,info@zahnarzt-bottrop.de,02041 77 80 88,https://www.zahnarzt-bottrop.de/,46236,Bottrop-Zentrum,Scharnhölzstr. 29,515.252.344,69.307.186,nein
Dr. Christoph Freitag Zahnarzt,info@zahnarzt-dr-freitag.de,02041 2 31 23,https://www.zahnarzt-dr-freitag.de/,46236,Bottrop-Zentrum,Gladbecker Str. 21A,515.241,692.757,nein
Zalgai Samim Zahnarztpraxis,info@zahnarztpraxis-zalgai.de,02041 3 33 45,https://zahnarztpraxis-zalgai.de/,46236,Bottrop-Zentrum,Gladbecker Str. 148,51.535.744,69.318.833,nein
Runge-Schnitter Jörg Dr. Zahnarzt,kontakt@praxis-reimer.de,0800 9 24 61 11,https://www.praxis-reimer.de/,46236,Bottrop-Zentrum,Kirchhellener Str. 14,515.238.391,69.247.592,nein
Berg Antje und Kai Gemeinschaftspraxis für Zahnheilkunde,zahnaerzteberg@telemed.de,02041 2 77 11,https://www.zahnarztpraxisberg.de/,46236,Bottrop-Zentrum,Kapitän-Lehmann-Str. 2,515.186.979,6.925.387,nein
Hatzig & Allkämper,zahnbauer-hatzig@freenet.de,02041 2 24 12,https://www.dr-bauer-hatzig.de/,46236,Bottrop-Zentrum,Pfarrstr. 14,515.207.695,69.277.282,nein
Hoverath Michael Zahnarzt,,02041 2 27 87,,46236,Bottrop-Zentrum,Böckenhoffstr. 21,515.239.726,6.922.457,nein
"von der Gathen Jürgen Dr., Johannes Dr. MSc Zahnärztliche oralchirurgische Gemeinschaftspraxis",,02041 2 82 74,https://www.drvondergathen.de/,46236,Bottrop-Zentrum,Hochstr. 37,515.209.632,69.243.211,nein
DenTas Tasnim Mhissen Zahnarztpraxis,,02041 2 98 86,https://dentas-bottrop.de/,46236,Bottrop-Zentrum,Böckenhoffstr. 11,515.243.049,69.233.799,nein
Isik Fikret,,02041 2 99 41,,46242,Bottrop-Zentrum,Westring 75,51.516.851,69.112.576,nein
Menke Bernhard Dr. Zahnarzt,,02041 68 68 65,,46236,Bottrop-Zentrum,Schützenstr. 9A,515.207.752,69.222.297,nein
"Lackner Matthias Dr.med.dent., Lackner Johanna Dr.med.dent. Kieferorthopädie",,02041 9 96 90-0,,46236,Bottrop-Zentrum,Jahnstr. 2,515.236.004,6.921.854,nein
"Kleimann Johannes Dr., Wolf-Kleimann Sabine Dr. Zahnärzte",,07663 13 63,https://www.praxis-kleimann.de/,79268,Bötzingen,Gottenheimer Str. 15,480.705.516,77.201.525,nein
Loreth Christoph Dr.,,07663 22 00,https://www.dr-loreth.de/,79268,Bötzingen,Markgrafenstr. 13,480.676.364,77.160.654,nein
Kurtz Uta Dr.med.dent.,drutakurtz@aol.com,06834 77 09 00,https://www.dr-kurtz.de/,66359,Bous,Saarbrücker Str. 101,49.276.709,67.928.704,nein
Henzler Michael Dr.,praxis@dr-henzler.de,06834 25 86,https://www.dr-henzler.de/,66359,Bous,Kirchstr. 9,492.756.437,67.968.395,nein
Werner Rudolph u. Caterina Bruch,info@za-bovenden.de,0551 8 14 23,https://www.za-bovenden.de/,37120,Bovenden,Rathausplatz 8a,515.861.141,9.929.436,nein
"Ohm Katherine, Ohm Holger Dr. Zahnärzte",,0551 86 61,https://zahnarztpraxis-bovenden.de/,37120,Bovenden,Südring 58,515.867.245,99.337.371,nein
Elsner Nicole Zahnarzt,,05593 14 24,https://zahnarztpraxis-elsner.de/,37120,Bovenden,Holtenser Str. 1,515.827.225,98.746.617,nein
Lohmann Yvonne Zahnarztpraxis,,035774 3 12 52,,2943,Boxberg/O.L.,Diesterwegstr. 38,514.037.851,145.800.238,nein
Frischmann Karl Dr.,praxis@drfrischmann.de,02745 10 33,,57555,Brachbach,Zechenwaldplatz 5,508.140.985,79.433.353,nein
Baier Ulrich Dr. Zahnarzt,info@brackelzahn.de,04185 53 45,https://www.brackelzahn.de/,21438,Brackel,Büntestr. 26D,532.969.418,100.411.484,nein
Kamp Martin Dr. Zahnarzt für Kieferorthopädie,info@dr-kamp.de,07135 96 33 37,https://www.dr-kamp.de/,74336,Brackenheim,Bandhausstr. 10,49.077.171,90.671.927,nein
"Maier Julia, Zahnarztpraxis",info@zahnarztpraxis-brackenheim.de,07135 9 74 24-0,https://www.zahnarztpraxis-brackenheim.de/,74336,Brackenheim,Austr. 30,490.736.109,90.692.024,nein
Larsson Mattias Praxis für Kieferorthopädie,kfo@brackenheim-kieferorthopaedie.de,07135 93 73 25,https://www.brackenheim-kieferorthopaedie.de/,74336,Brackenheim,Georg-Kohl-Str. 1,490.753.323,90.659.331,nein
Widmayer Axel Dr. Zahnarztpraxis,,07135 96 39 55,https://www.dr-widmayer-brackenheim.de/,74336,Brackenheim,Josefstr. 1,490.793.795,9.063.408,nein
Juranek Ulrich,,04401 40 41,https://www.sonnenapotheke-brake.de/,26919,Brake,Breite Str. 58-62,533.264.612,8.478.689,nein
"Uerlich Helmut Dr., Dörner Silke Dr., Dörner Martin",,04401 7 07 71-17,https://www.uerlich.net/,26919,Brake,Claußenstr. 4,533.244.956,84.826.467,nein
Maas Jörg Dr. Zahnarzt,,04401 73 83,,26919,Brake,Harrier Str. 22,533.203.125,84.825.929,nein
Praxis Dr. Georg Fuchs und Dr. Khemais Oukhai,,04401 74 34,https://www.drfuchs.com/,26919,Brake,Am Ahrenshof 2,533.128.529,84.826.197,nein
"Kunath P. Dipl.-Stom. u. T. Dr.med.dent., im St. Vincenz Hospital Brakel",,05272 39 39 18,https://www.masterzahn.de/,33034,Brakel,Danziger Str. 17,517.276.403,9.181.532,nein
Fehr Christian Zahnarzt,,05272 82 30,https://www.deutschegesundheitsauskunft.com/club/ueber_uns/dlnr_1056754.html,33034,Brakel,Am Thy 8,517.175.684,91.821.891,nein
Zahnvision Alexander Schem & Dr. Martin Fuchs,praxis@zahnaerzte-fuchs-sander.de,05461 56 55,https://www.zahnaerzte-fuchs-sander.de/,49565,Bramsche,Kantstr. 2a,524.077.336,79.700.277,nein
Krech Sophia Dr. Zahnarztpraxis,,05461 22 21,,49565,Bramsche,Brückenort 16,52.406.338,79.818.521,nein
Austermann Bruno Dr.med.dent.,,05461 27 75,https://www.dr-austermann.de/,49565,Bramsche,Lutterdamm 68-70,5.240.721,800.582,nein
Bold Olga,,05461 52 20,https://zahnarzt-bramsche.de/,49565,Bramsche,Große Str. 21A,5.240.918,797.975,nein
Otte Katrin,,05461 7 03 81-1,https://www.xn--kieferorthopdie-otte-mzb.de/,49565,Bramsche,Große Str. 33A,5.241.048,797.879,nein
Lampe Christina Dr. Zahnarztpraxis,,05461 88 58 77,https://www.zahnarzt-in-bramsche.de/,49565,Bramsche,Lutterplatz 1,524.074.617,80.037.915,nein
Zahnarztpraxis am Stahlwerk Dr. Eike Teltow Zahnarztpraxis,info@zahnarztpraxis-am-stahlwerk.de,03381 30 07 75,,14770,Brandenburg an der Havel,Magdeburger Landstr. 5,524.136.432,125.226.372,nein
Muntean Simona-Ana Zahnarztpraxis,,03381 22 80 22,https://havelzahnaerztin.de/,14770,Brandenburg an der Havel,Neuendorfer Str. 69,524.072.725,125.436.286,nein
"Christow Silvia Zahnarztpraxis, Mey Robert Zahnarztpraxis",,03381 30 09 33,,14770,Brandenburg an der Havel,Nicolaiplatz 8,524.114.823,125.490.083,nein
Steinhoff Holger Dr. Zahnarztpraxis,,03381 52 41 45,,14770,Brandenburg an der Havel,Mühlentorstr. 41,524.125.287,125.316.444,nein
Baluch Ch. Zahnarztpraxis,,03381 79 44 44,,14770,Brandenburg an der Havel,Handwerkerhof 1,524.153.199,125.291.423,nein
"Vocks Andreas Dr., Wenske Kathrin Praxis für Zahnheilkunde",,,https://www.vocks-wenske.de/,14770,Brandenburg an der Havel,Magdeburger Str. 1,524.151.128,125.262.638,nein
Schwerin Frank Dr. Zahnarzt,za.praxis-schwerin@t-online.de,03381 70 18 78,https://www.zahnarztpraxis-drschwerin.de/,14772,Brandenburg an der Havel,Lilienweg 7,52.423.764,125.189.879,nein
Leue Lissy Zahnarztpraxis,,03381 70 22 90,,14772,Brandenburg an der Havel,Gördenallee 50A,524.265.835,125.099.478,nein
Denke Michael Zahnarztpraxis,,03381 70 34 36,,14772,Brandenburg an der Havel,Gördenallee 58,524.264.652,125.112.182,nein
Freier Verband Deutscher Zahnärzte e.V.,,03381 73 88 99,,14772,Brandenburg an der Havel,Gördenallee 37,524.264.322,125.068.282,nein
"Henschke Torsten Dr., Beate Zahnarztpraxis",ZA_Heike_Nitschke_Praxis@t-online.de,03381 70 09 14,https://www.zahnaerztin-nitschke.de/,14772,Brandenburg an der Havel,Rosa-Luxemburg-Allee 69A,524.308.539,125.178.312,nein
"Schirren Nadine, Brauner Claudia Kieferorthopädie",,03381 70 09 26,,14772,Brandenburg an der Havel,Rosa-Luxemburg-Allee 77,524.305.819,125.168.266,nein
Bewersdorff Michael-W. Zahnarztpraxis,,03381 70 24 79,,14772,Brandenburg an der Havel,Friedrich-Grasow-Str. 41A,524.324.585,125.256.275,nein
Wurzer Andrea Zahnärztin,,03381 70 34 26,,14772,Brandenburg an der Havel,Walther-Ausländer-Str. 4,524.354.994,125.225.089,nein
Lehrmann Stephan Dr. med. dent. Zahnarzt,dr.lehrmann@zahnarzt-lehrmann.de,03381 52 40 94,https://www.zahnarzt-lehrmann.de/,14776,Brandenburg an der Havel,Kurstr. 18,52.407.726,125.586.492,nein
Bauermeister Frank Zahnarztpraxis,info.centermanagement@gzb-hauptbahnhof.de,03381 8 90 08 42,https://www.gzb-hauptbahnhof.de/,14776,Brandenburg an der Havel,Johann-Carl-Sybel-Str. 1,524.016.475,12.564.919,nein
Hauschild Rainer Dr.med. Zahnarzt,info@zahnarzt-dr-hauschild-brandenburg.de,03381 22 40 29,https://www.zahnarzt-dr-hauschild-brandenburg.de/,14776,Brandenburg an der Havel,Neustädtischer Markt 5,524.092.074,125.645.148,nein
Zahnarztpraxis Alexander Schulze,praxis@zahnarzt-brandenburg-alexander-schulze.de,03381 52 11 00,https://www.zahnarzt-brandenburg-alexander-schulze.de/,14776,Brandenburg an der Havel,Jacobstr. 14,5.240.359,125.553.836,nein
Eigenwillig Albrecht Dr.med. Zahnarzt,webmaster@eigenwillig.net,03381 22 44 29,https://www.eigenwillig.net/,14776,Brandenburg an der Havel,Kurstr. 14,524.082.508,125.587.084,nein
Nitschke Heike Zahnarztpraxis,zaheikenitschkepraxis@t-online.de,03381 66 15 05,https://www.zahnaerztin-nitschke.de/,14776,Brandenburg an der Havel,Trauerberg 27,524.027.678,125.573.713,nein
Landmann Volker Zahnarztpraxis,zahnarzt-landmann@gmx.de,03381 52 43 22,,14776,Brandenburg an der Havel,Jacobstr. 29,524.036.373,125.560.028,nein
"Kanzler Bernhard, Katrin Zahnärztliche Gemeinschaftspraxis",,03381 52 41 84,,14776,Brandenburg an der Havel,Jacobstr. 10,524.042.536,12.556.168,nein
Vintila Luisa Zahnarztpraxis,,03381 52 44 15,,14776,Brandenburg an der Havel,Steinstr. 10,524.081.103,125.615.694,nein
Zinkewitz Eckhard Dr.med. Kieferorthopäde Praxis,,03381 66 15 28,,14776,Brandenburg an der Havel,Wilhelmsdorfer Str. 7,524.016.882,12.552.233,nein
Bormann Jaqulin Zahnarztpraxis,,03381 66 33 58,,14776,Brandenburg an der Havel,Wilhelmsdorfer Landstr. 37,523.950.848,125.412.243,nein
Friebel Jens Dr.med. Zahnarzt,,03381 66 33 80,,14776,Brandenburg an der Havel,Wilhelmsdorfer Str. 57,523.989.278,125.484.138,nein
Rüter Wolfgang Zahnarztpraxis,,03381 66 90 40,,14776,Brandenburg an der Havel,Kiefernweg 25,523.767.999,125.202.689,nein
Martius Lieselotte Dr.med. Zahnärztin,,03381 40 31 47,,14774,Brandenburg an der Havel,Chausseestr. 9,524.072.342,124.121.808,nein
Zahnarztpraxis Dr. Sabine Nitsche & Kollegen,info@zahnarzt-in-brandis.de,034292 7 32 07,https://www.zahnarzt-in-brandis.de/,4821,Brandis,Erlenring 9,513.254.705,126.121.999,nein
Dilz Rainer Dr.,,034292 7 21 55,https://www.praxis-dilz.de/,4821,Brandis,Leipziger Str. 13,513.360.999,126.109.353,nein
Bloching Udo Dr.med.dent.,dr.udobloching@t-online.de,08034 29 88,https://www.bloching.net/,83098,Brannenburg,Degerndorfer Str. 6,477.388.058,121.022.182,nein
